,Unnamed: 0,0,1,2,3
997,997,998,large,큰,"['큰', '팔다리가', '큰', '넓은', '광대한', '원대한', '대규모의', '탁견', '상당한', '다수의', '다량의', '풍부한', '상대적으로', '큰', '편의', '대', '대가족', '도량이', '넓은', '관대한', '광범한', '권한', '등', '바람이', '순풍의', '작품', '등이', '자유로운', '호방한', '과장된', '허풍떠는', '어느', '쪽이냐', '하면', '큰', '쪽의', '상당히', '큰', '다음', '성구로', '상세히', '충분히', '범인', '등이', '잡히지', '않고', '도주중인', '자유인', '살인범은', '아직도', '체포되지', '않았다', '뚜렷한', '목적도', '없이', '특정한', '임무', '없이', '무임소', '대사', '명사', '뒤에', '써서', '전체로서', '일반적으로', '널리', '일반에', '미정으로', '미', '의원이', '분할된', '선거구에서가', '아니라', '주', '군', '전체에서', '선출된', '전주', '선출', '의원', '정원', '증가에', '의한', '신의원은', '주의', '특정', '선거구에서', '선출하지', '않고', '주', '전체에서', '선출함', '대규모로', '대체로', '일반적으로', '크게', '대대적으로', '크게', '쓰다', '허풍치며', '과장해서', '호언', '장담하다', '전반적으로', '대체로']"
998,998,999,late,뒤진,"['뒤진', '늦은', '이처럼이나', '늦은', '시기에', '최근의', '는', '때', '의', '는', '차례', '의', '관계를', '나타냄', '각항', '참조', '늦은', '지각한', '학교에', '지각하다', '기차', '시간에', '늦어', '여느', '때보다', '늦은', '밤이', '된', '후의', '철', '늦은', '늦은', '만찬', '만혼', '늦봄', '마지막에', '가까운', '후기의', '말기의', '비교급을', '쓰면', '시기가', '불명료해', '짐', '중세', '말경', '근래', '요즈음', '의', '최근의', '이전의', '전의', '전임의', '전', '전', '총리', '최근에', '죽은', '고', '선친', '하이틴의', '소년', '점점', '늦어지고', '있다', '속담', '잘못을', '고치는', '데', '늦다는', '법은', '없다', '늦게', '자고', '늦게', '일어나다', '근년에', '이', '몇해', '동안', '느지막이', '늦어서', '뒤늦게', '기회를', '놓쳐', '만년', '늦게', '뒤늦게', '지각하여', '너무', '늦어', '한', '시간', '한', '열차', '뒤늦게', '도착했다', '밤이', '깊어', '깊도록', '늦도록', '늦게', '정찬을', '들다', '아침', '느지막이', '시기가', '늦어', '두', '사람은', '만혼이었다', '시기의', '끝', '가까운', '무렵에', '세기', '말에', '최근에', '요즈음', '다음과', '같은', '경우', '이외는', '바로', '지난', '달에', '바로', '전', '세기까지도', '계속되었다', '전에는', '이전에', '는', '바로', '최근에', '바로', '지난', '월에', '그를', '만났었다', '속담', '늦어도', '안하느니', '보다', '낫다', '조만간', '다음', '성구로', '최근에', '늦게까지', '늦도록', '일어나', '있다']"
999,999,1000,latin,라틴말의,"['라틴말의', '라틴', '의', '라티움의', '은', '고대', '이탈리아의', '일부로', '로마가', '있었던', '곳', '라틴', '사람의', '라틴계의', '라틴', '민족', '프랑스', '스페인', '포르투갈', '이탈리아', '루마니아의', '여러', '민족', '카톨릭', '교회', '의', '라틴계', '사람', '고대', '로마', '사람', '라틴어', '동방', '정교회', '교도와', '구별하여', '로마', '카톨릭', '교도', '고전', '라틴말', '대략', '상고', '말기', '라틴말', '대략', '년', '사이의', '문학', '용어', '저속', '속용', '라틴말', '과', '같은', '시대의', '민간', '용어', '중세', '라틴말', '대략', '년', '사이', '근대', '라틴말', '년', '이후', '고대', '라틴말', '이전', '도둑들의', '은어']"
1000,1000,1001,latter,시간적으로,"['시간적으로', '나중', '쪽의', '마지막의', '끝의', '후반의', '후반부', '월', '하순', '요즈음의', '작금의', '최근의', '후자의', '둘', '중', '뒤의', '제안이', '좋다', '전자의', '그림보다', '후자의', '그림쪽이', '좋다', '대명사적으로', '써서', '후자', '양자', '중', '전자가', '후자보다', '좋다', '최후의', '임종의', '요즈음의', '작금의', '근래에는', '요즘에는', '죽음']"
1001,1001,1002,laugh,의성어,"['의성어', '소리내어', '웃다', '웃다', '의', '가장', '일반적인', '말로서', '소리내어', '웃다는', '뜻이다', '소리를', '내지', '않고', '얼굴의', '표정만으로', '웃다', '보다', '입을', '크게', '벌려', '이를', '드러내고', '소리는', '내지', '않고', '얼굴만으로', '웃다', '입을', '벌리지', '않고', '낮은', '소리로', '만족한', '듯', '조용히', '웃다의', '뜻으로서', '종종', '혼자', '웃을', '때', '등을', '말한다', '아이나', '젊은', '여인', '등이', '킥킥', '웃다', '재미있어', '만족스러워', '하다', '물', '경치', '곡식', '등이', '미소짓다', '생기가', '넘치다', '햇빛을', '받으며', '졸졸', '흐르는', '시냇물', '비웃다', '속담', '최후', '에', '웃는', '자가', '제일', '잘', '웃는다', '너무', '성급히', '웃지', '기뻐하지', '마라', '을', '보고', '듣고', '웃다', '우스워하다', '비웃다', '냉소하다', '그는', '나를', '비웃었다', '내', '제안을', '일소에', '붙였다', '곤란', '위험', '위협', '등을', '아랑곳하지', '않다', '무시하다', '맞', '대놓고', '조소하다', '속으', '로', '웃다', '좋아하다', '미', '웃는가', '했더니', '갑자기', '울상이', '되다', '득의', '양양했다가', '갑자기', '풀이', '죽다', '을', '생각하고', '읽으며', '웃다', '웃으며', '논의하다', '웃으며', '을', '나타내다', '그는', '웃으며', '승낙했다', '폭소를', '터뜨려', '갈채하다', '할', '만큼', '웃다', '남을', '웃겨서', '웃어서', '하게', '하다', '배꼽이', '빠지도록', '숨이', '넘어갈', '만큼', '웃다', '아이를', '웃겨서', '기분을', '돌리게', '하다', '그들은', '웃겨', '그가', '근심을', '떨쳐버리도록', '했다', '그칠', '줄', '모르고', '웃다', '동족', '목적어를', '동반하여', '한', '웃음을', '웃다', '그는', '긴', '쓴웃음을', '웃었다', '일소에', '붙이다', '웃으며', '넘기다', '지내다', '계속하여', '웃다', '웃어대어', '안', '들리게', '말', '못하', '게', '하다', '웃어', '넘기다', '일소에', '붙이다', '폭소하다', '포복절도하다', '남의', '일을', '가지고', '몹시', '웃어대다', '껄껄', '웃다', '폭소하다', '사람의', '을', '웃', '어서', '비웃어서', '그만두게', '버리게', '잊게', '하다', '웃어버리고', '문제삼지', '않다', '을', '비웃다', '냉소하다', '웃음', '웃음', '소리', '웃는', '투', '웃음거리', '농담', '기분', '전환', '기분', '풀이', '웃음을', '터뜨리다', '폭소하다', '웃음', '소리를', '내다', '실컷', '웃다', '대소하다', '남을', '마지막에', '가서', '되웃어주다', '지고', '있어도', '마지막에', '결국', '이기다', '을', '되웃어', '주다', '을', '앞지르다', '형세를', '역전시켜', '이기다', '먼저', '웃음거리가', '된', '사람이', '이번엔', '웃을', '차례가', '되다', '이번에는', '우위에', '서다', '놀림을', '받던', '사람이', '다른', '사람들과', '함께', '웃다', '실소', '하게', '하다', '웃기다']"
1002,1002,1003,law,놓인,"['놓인', '것', '정해진', '것', '의', '개개의', '법률', '법규', '법안은', '국회를', '통과하면', '법률이', '된다', '그의', '말은', '법률이다', '절대', '복종을', '요구하', '는', '속담', '필요', '굶주림', '앞에는', '법률은', '없다', '법', '법률', '법규의', '전체', '법', '앞에서는', '만인이', '평등하다', '법률학', '법학', '보통', '법률업', '변호사의', '직', '법조계', '법', '법률', '을', '나타내는', '가장', '일반적인', '말로서', '권력에', '뒷받침되어', '복종의', '의무가', '있음을', '뜻한다', '질서', '기능', '등을', '유지하기', '위해', '지켜야', '할', '법칙', '지방', '공공단체', '등이', '정하는', '조례', '법률적', '수단', '절차', '소송', '기소', '법정', '계율', '율법', '하나님의', '율법', '신약', '구약', '영', '성문율과', '불문율을', '포함하는', '보통법', '과학', '철학상의', '법칙', '정칙', '정률', '원리', '중력의', '법칙', '운동의', '법칙', '기술', '예술상의', '법', '원칙', '운동', '경기의', '규칙', '규정', '관례', '관습', '항례', '예의', '범절', '집합적', '경관', '경찰', '선발', '시간', '앞선', '거리', '일반적으로', '유예', '여유', '제', '마음대로', '하다', '관례', '를', '무시하다', '소송', '재판', '중이다', '변호사로', '재판관으로', '양성되다', '법률에', '맞다', '안', '맞다', '법률에', '조예가', '깊다', '법률적으로', '법정에서', '다투다', '법학', '박사', '법률을', '업으로', '삼고', '있다', '변호사가', '되다', '을', '복종시키다', '을', '기소', '고소', '하다', '법', '과', '질서', '치안', '논리적', '추론의', '원칙', '명령적', '독단적', '으로', '말하다', '꾸짖다', '야단치다', '도덕률', '변호사업을', '하다', '사법', '공법', '법률을', '연구하다', '법률의', '힘을', '빌리지', '않고', '임의로', '제재를', '가하다', '린치를', '가하다', '무인', '의', '범절', '우성', '우열', '의', '법칙', '독립의', '법칙', '대수', '의', '법칙', '생자', '필멸의', '법칙', '모세의', '율법', '국제', '공', '법', '자연', '법칙', '자연법', '검약률', '절검', '률', '분리의', '법칙', '바꾸기', '힘든', '제도', '습관', '전쟁', '법규', '이런', '야단났다', '의', '변형', '놀람을', '나타냄']"
1003,1003,1004,lay,기본적으로는,"['기본적으로는', '눕히다', '의', '뜻', '눕히다', '의', '위에', '놓다', '설비하다', '알을', '낳다', '놓다', '눕히듯이', '두다', '눕히다', '책을', '책상', '위에', '놓다', '남의', '어깨', '위에', '손을', '얹다', '벽돌', '등을', '깔다', '쌓다', '부설', '건조', '하다', '기초', '등을', '두다', '설비하다', '마루를', '깔다', '벽돌을', '쌓다', '철도를', '부설하다', '식탁', '좌석', '등을', '준비하다', '식사', '준비를', '하다', '식탁을', '차리다', '난로의', '불', '등을', '땔', '준비를', '하다', '안', '등을', '준비하다', '안출', '고안', '하다', '애정', '희망', '신뢰', '중점', '등을', '두다', '을', '신임하다', '에', '희망을', '걸', '다', '을', '강조', '중요시', '하다', '이야기의', '장면을', '어떤', '위치', '장소에', '놓다', '함정', '덫을', '놓다', '장치하다', '복병을', '배치하다', '함정', '복병', '을', '놓다', '배치하다', '그는', '이야기의', '무대를', '극동에', '두었다', '새', '곤충이', '알을', '낳다', '갓', '낳은', '알', '넘어뜨리다', '때려눕히다', '폭풍으로', '농작물이', '쓰러졌다', '사람을', '땅에', '때려눕히다', '단', '한', '방으로', '그는', '마주에', '쓰러졌다', '먼지', '등을', '가라앉히다', '한바탕', '소나기가', '오더니', '먼지가', '가라앉았다', '걱정', '두려움', '불안', '등을', '가라앉히다', '진정시키다', '유령', '등을', '영계', '로', '되돌아가게', '하다', '달래다', '죄', '과실을', '에게', '돌리다', '전가', '하다', '뒤집어', '씌우다', '을', '고발', '비난', '하다', '죄를', '그의', '책임으로', '돌리', '다', '에게', '허물을', '뒤집어', '씌우다', '권리를', '주장하다', '생각', '문제', '등을', '제시하다', '제출하다', '고소를', '하다', '의', '권리', '소유권', '를', '주장하다', '손해를', '산출하다', '손해액은', '달러로', '산출되었다', '걸다', '내기를', '하다', '목을', '걸다', '나는', '그것에', '달러를', '건다', '그가', '오지', '않는다는', '것에', '내기를', '해도', '좋다', '그는', '절대로', '오지', '않는다', '새끼', '등을', '꼬다', '엮다', '짜다', '밧줄을', '꼬다', '실을', '꼬아', '밧줄을', '만들다', '겉을', '덮다', '씌우다', '흐트러뜨리다', '에', '깔다', '을', '겹쳐', '칠하다', '물감을', '캔버스에', '칠하다', '마루에', '융단을', '깔다', '바람이', '정원에', '나뭇잎을', '흐트러뜨렸다', '흩뿌렸다', '향하게', '하다', '겨누다', '총을', '겨누다', '벌', '명령', '의무', '무거운', '짐을', '과하다', '비난을', '퍼붓다', '채찍', '폭력을', '가하다', '술과', '담배에', '중세가', '과해져', '있다', '종속', '수동', '폭로', '위험', '상태에', '을', '놓다', '두다', '을', '매장하다', '비밀을', '폭로하다', '그는', '위험에', '몸을', '드러내', '놓았다', '을', '잠재우다', '쉬게', '하다', '매장하다', '도시를', '잿더미로', '만들어', '놓다', '에게', '은혜를', '입히다', '의무를', '지우다', '친구를', '교회', '묘지에', '매장하다', '남자가', '여자와', '자다', '성교하다', '새', '곤충이', '알을', '낳다', '까다', '이', '닭은', '달걀을', '잘', '낳는다', '내기를', '하다', '보증하다', '틀림', '없다', '전력을', '기울이다', '전렴하다', '숨어', '기다리다', '준비하다', '계획하다', '어떤', '위치를', '잡다', '닻을', '내리고', '정박하다', '사면', '팔방을', '마구', '휘둘러치다', '격전하다', '목표하는', '방향에', '일시적으로', '나아가다', '계획에', '따라', '나아가다', '후퇴하다', '을', '고발하다', '옆에', '떼어', '두다', '걷어', '치우다', '물리치다', '생략하다', '간직해', '떼어', '두다', '따로', '제쳐', '두다', '버리다', '그만두다', '포기하다', '감당', '못하게', '하다', '일하지', '못하게', '하다', '잠재우다', '길이', '잠들게', '하다', '방심하게', '하다', '을', '잡으려고', '덫을', '치다', '을', '함정에', '빠뜨리고자', '하다', '을', '향해', '덤벼들다', '공격하다', '죄', '과', '실', '등을', '의', '탓으로', '하다', '에게', '뒤집어', '씌우다', '간직해', '두다', '돈을', '저축하다', '벌거벗기다', '드러내다', '터놓다', '입밖에', '내다', '누설하다', '폭로하다', '사실', '등을', '털어놓다', '자기', '의견을', '말하다', '저축하다', '불행에', '대비하다', '아래에', '놓다', '내리다', '붓을', '놓다', '세우다', '건조하다', '부설하다', '돈을', '지불하다', '걸다', '저장하다', '주장하다', '단언하다', '무기', '등을', '버리다', '직장', '일', '등을', '그만두다', '무기를', '버리다', '항복하다', '관직을', '그만두다', '생명을', '던지다', '규칙', '원칙', '등을', '규정하다', '정하다', '농작물을', '심다', '을', '보다', '발견하다', '구', '속', '속박', '하다', '감금하다', '소유', '지', '재산', '를', '부쩍부쩍', '늘리다', '준비하다', '미', '숨어', '기다리다', '매복하다', '을', '매우', '중히', '여기다', '라고', '단언', '명언', '하다', '을', '붙잡다', '쥐다', '을', '붙들다', '사서모아', '저장하다', '먹다', '가식', '하다', '햇가지를', '손질하다', '가식하다', '을', '신청하', '다', '을', '손에', '넣으려고', '꾀하다', '때', '리다', '공격하다', '비난하다', '꾸짖다', '세게', '치다', '때리다', '과장하다', '허풍떨다', '지나치게', '칭찬하다', '아첨하다', '몹시', '꾸짖다', '해안', '또는', '다른', '배로부터', '떼다', '떨어지다', '따로', '제쳐', '간직해', '두다', '그만두다', '술', '담배', '등을', '끊다', '임시', '해고하다', '구획하다', '구분하다', '미', '외투', '등을', '벗다', '일을', '쉬다', '휴양하다', '타격', '등을', '가하다', '주다', '페인트', '등을', '칠하다', '바르다', '영', '가스', '전기', '등을', '끌다', '부설하다', '세금', '벌', '등을', '부', '과하다', '명령', '등을', '내리다', '발하다', '개에게', '사냥감을', '추적하게', '하다', '영', '행사', '요리', '등을', '마련하다', '준비하다', '공격', '습격', '하다', '매', '장', '당하다', '죽다', '눕다', '을', '정면으로', '받다', '에', '몸을', '드러내', '놓다', '을', '위해', '하려고', '노력하다', '나서다', '털어놓고', '얘기하다', '계획을', '누설하다', '계획을', '세우다', '심의를', '무기', '연기하다', '벌거벗기다', '드러나게', '하다', '폭로하다', '절개', '하다', '펼치다', '진열하다', '입관', '의', '준비를', '하다', '기절시키다', '때려', '눕히다', '죽이다', '정원', '도시', '등을', '설계하다', '레이아웃하다', '책', '등의', '레이아웃을', '하다', '돈을', '대량으로', '쓰다', '투자하다', '바르다', '씌우다', '장식하다', '연기하다', '미', '보다', '낫다', '미', '도중', '하차하다', '들르다', '의', '기초를', '놓다', '을', '개설', '창설', '하다', '상대에게', '유리한', '조건을', '주고', '내기하다', '서류를', '책상', '위에', '내놓다', '장관', '등이', '국회에', '보고하기', '위해', '이물', '을', '바람', '불어오는', '쪽으로', '돌려', '정선', '시키다', '에', '힘차게', '착수하다', '에게', '뒤집어', '씌우다', '한', '군데에', '모으다', '아울러', '생각하다', '비교하다', '쉬게', '하다', '잠재우다', '매장하다', '에게', '은혜를', '입히다', '을', '속박', '구속', '하다', '쓰지', '않고', '제쳐', '두다', '모으다', '골치', '아픈', '일을', '떠맡다', '병이', '사람을', '일하지', '못하게', '하다', '앓아눕게', '하다', '수리를', '위해', '계선', '하다', '일시', '퇴역', '시키다', '종종', '사물이', '놓인', '위치', '지형', '방향', '형세', '상태', '직업', '사업', '일', '새끼', '등의', '꼬임새', '미', '대가', '값', '어부', '등이', '급료', '대신', '받는', '배당', '어획', '배당량', '지형', '지세', '정세', '형세', '사태', '의', '과거', '인민의', '의', '뜻에서', '성직자에', '대하여', '속인의', '평신도의', '전문', '본직', '이', '아닌', '문외한의', '카드', '으뜸', '패가', '아닌', '이야기', '시', '담시', '노래', '시', '새의', '지저귐']"
1004,1004,1005,leader,지도자,"['지도자', '선도자', '리', '더', '수령', '주장', '지휘관', '영', '주임', '변호인', '순회', '재판의', '수석', '변호사', '관현악의', '제', '바이올린', '연주자', '취주악단의', '제', '코넷', '연주자', '합창단의', '제', '소프라노', '가수', '관현', '악의', '지휘자', '미', '댄스', '밴드의', '지휘자', '영', '사설', '논설', '논설', '위원', '리더', '필름이나', '테이프의', '끝', '부분', '막', '경기', '동향의', '선행', '지표', '손님을', '끌기', '위한', '특매품', '낚시', '목줄', '마차의', '선두의', '말', '향도선', '주륜', '주동부', '도화선', '스팀', '수도의', '도관', '배수관', '어린', '가지', '점선', '대시선', '건', '힘줄', '영', '여당의', '원내', '총무', '의사', '진행을', '맡아봄', '영', '야당', '당수']"
1005,1005,1006,leading,납세공,"['납세공', '창유리용의', '납틀', '집합적', '지붕용의', '납', '판자', '이끌기', '유도', '지도', '선도', '지휘', '통솔', '통솔력', '이끄는', '선도하는', '지도', '지휘', '하는', '손꼽히는', '일류', '제일위', '의', '뛰어난', '경제계의', '중진', '주요한', '주된', '주역', '의', '주연', '의']"
1006,1006,1007,leaf,잎,"['잎', '나뭇', '잎', '풀잎', '옆편', '도개교', '집합적', '잎', '군엽', '상품으로서의', '잎', '특히', '차', '담배', '잎', '꽃잎', '책의', '한', '장', '두', '페이지', '접는식', '테이블의', '자재판', '금속의', '박', '금박', '잎이', '피기', '시작하다', '잎이', '나서', '의', '예', '본', '를', '따르다', '을', '모방하다', '낙엽의', '철', '가을', '마음을', '고쳐먹다', '생활을', '일신하다', '잎이', '나다', '책', '등의', '페이지를', '훌훌', '넘기다', '책', '등의', '페이지를', '넘기다', '쭉', '페이지를', '넘기다', '쭉', '훑어보다']"
1007,1007,1008,league,결속하다,"['결속하다', '의', '뜻에서', '연맹', '동맹', '리그', '맹약', '집합적', '연맹', '참가자', '단체', '국', '야구', '등의', '경기', '연맹', '리그전', '동질의', '그룹', '조', '부류', '그는', '우리와', '같은그룹은', '아니다', '와', '동맹', '맹약', '연합', '하여', '결속', '결탁', '하여', '국제', '연맹의', '사무총장', '국제', '연맹', '년', '현재의', '의', '전신', '미', '여성', '유권자', '동맹', '동맹', '맹약', '하다', '시키다', '단결', '연합', '하다', '시키다', '우리', '명은', '동맹을', '맺고', '있었다', '불량배들과', '한', '패가', '되어', '있다', '동맹', '단결', '하다', '리그', '거리의', '단위', '영', '미에서는', '약', '마일', '평방', '리그', '지적', '의', '단위']"
1008,1008,1009,leap,껑충,"['껑충', '뛰다', '날뛰다', '뛰어오르다', '도약하다', '에게', '달려들다', '뛰어오르다', '시내를', '껑충', '뛰어넘다', '그녀는', '그', '소식을', '듣고', '기뻐', '날뛰었다', '마음', '가슴이', '뛰다', '약동하다', '하늘의', '무지개를', '볼때', '내', '마음은', '설레인다', '의', '시에서', '날듯이', '가다', '행동하다', '휙', '달리다', '일어나다', '갑자기', '으로', '변하다', '되다', '껑충', '뛰어', '결론에', '도달하다', '기회', '제의', '등에', '얼른', '덤벼들다', '응하다', '성구', '이외에서는', '가', '보통', '말에', '대하여', '쓸', '때는', '종종', '로', '발음', '뛰어넘다', '뛰게', '하다', '뛰어넘게', '하다', '말에게', '도랑을', '뛰어넘게', '하다', '사냥꾼들은', '말을', '뛰게', '하여', '그', '장해물을', '전부', '뛰어넘었다', '수짐승이', '교미', '하다', '에', '달려들다', '달려들', '듯', '응하다', '이용하다', '깡충깡충', '뛰면서', '기뻐하다', '뛰어내리다', '의', '눈에', '띄다', '기뻐서', '껑충거리다', '후닥닥', '일어서다', '대뜸', '눈에', '띄다', '금방', '나타나다', '속담', '행동으로', '옮기기', '전에', '잘', '생각하라', '깜짝', '놀라다', '대경실색하다', '뜀', '도약', '한', '번', '뛰는', '거리', '높이', '뛰어', '넘어야', '할', '것', '장소', '뛰는', '자리', '도약대', '교미', '단맥', '무모한', '짓', '폭거', '껑충껑충', '뛰듯', '빨리', '급속도로', '껑충', '뛰다', '뛰어오르다', '껑충', '뛰어', '단번에']"
1009,1009,1010,learn,와,"['와', '구별하기', '위해', '를', '선호하는', '경향이', '있음', '기본적으로', '지식을', '얻다', '의', '뜻', '배우다', '외다', '알다', '배우다', '공부하다', '익히다', '습득하다', '수영', '승마', '을', '배우다', '습득하다', '나는', '춤을', '익히고', '있다', '배워서', '익히다', '터득하다', '노력하여', '배우는', '과정을', '나타낸다', '따라서', '라고는', '할', '수', '있어도', '라고는', '하지', '않는다', '외다', '암기하다', '기억하다', '시를', '암기하다', '들어서', '알다', '듣다', '진실을', '알다', '이라는', '것을', '그에게서', '들었다', '그가', '앓고', '있었다는', '것을', '알았다', '그가', '시험에', '실패했다는', '것을', '그녀에게서', '들었다', '그녀가', '어디서', '왔는지', '그는', '아직', '모른다', '익살', '을', '가르치다', '그는', '체스를', '두는', '방식을', '가르쳐', '주었다', '학과를', '공부하다', '경험으로', '배우다', '외다', '암기하다', '혼이', '나고서야', '알다', '배우다', '익히다', '공부하다', '외다', '그는', '총기가', '있다', '들어서', '알다', '듣다', '사고에', '관하여', '듣다', '알다', '그는', '친구로부터', '그녀의', '결혼에', '대해', '들었다']"
1010,1010,1011,learning,배움,"['배움', '학습', '습득', '학문', '학식', '지식', '박학', '박식', '학자']"
1011,1011,1012,learnt,의,"['의', '과거', '과거분사']"
1012,1012,1013,least,의,"['의', '최상급', '가장', '작은', '가장', '적은', '중요성', '가치가', '가장', '낮은', '아이가', '최연소의', '동식물이', '소형종', '의', '미', '시시한', '하찮은', '보잘것', '없는', '최소의', '도', '없다', '조금도', '않다', '오늘은', '바람', '한', '점', '없다', '를', '강조하여', '적지', '않은', '적지', '않은', '위험이', '있다', '보통', '최소', '최소량', '보통', '수사', '앞에', '써서', '적어도', '하다', '못해', '로', '아무튼', '어쨌든', '조금도', '않다', '전혀', '아니다', '속담', '말은', '적을수록', '좋다', '아무리', '줄잡아', '말하더라도', '때로', '가장', '적게', '가장', '아니다', '무엇보다', '도', '않다', '나는', '그것이', '제일', '싫다', '너를', '해치고', '싶은', '생각은', '조금도', '없다', '그것은', '중요성이', '가장', '적다', '적잖이', '특히', '그는', '나에', '대해서는', '전혀', '아는', '바가', '없었다']"
1013,1013,1014,leather,털을,"['털을', '제거하고', '무두질한', '가죽', '모조가죽은', '또는', '무두질', '직공', '가죽', '제품', '가죽끈', '등자', '가죽', '야구', '크리켓', '풋볼의', '공', '외야', '수비', '가죽', '반바지', '피부', '아무래도', '상관없는', '일', '하찮은', '것', '가치', '없는', '물건', '살가죽이', '까지다', '피부가', '벗겨지다', '모로코', '가죽', '염소', '가죽으로', '만든', '최고급품', '자기', '것', '자랑', '자화', '자찬', '무두질하다', '가죽을', '붙이다', '부드러운', '가죽으로', '닦다', '가죽끈', '등으로', '때리다', '가죽의', '혁제', '의']"
1014,1014,1015,leaves,의,"['의', '복수', '미', '블루진']"
1015,1015,1016,left,약한,"['약한', '가치없는', '의', '뜻에서', '왼쪽의', '왼편의', '왼손', '좌측', '왼쪽', '강의', '왼쪽', '기슭', '하류를', '향하여', '보통', '정치적으로', '좌익의', '좌파의', '미', '동작이', '어설프다', '솜씨가', '서투르다', '신분이', '낮은', '여자와', '결혼하다', '의', '왼쪽에', '왼쪽에', '왼편에', '좌측에', '왼편을', '향하다', '좌로', '봐', '좌향', '좌', '좌', '왼쪽', '왼쪽으로', '구부러지다', '의', '왼편에', '앉다', '보통', '의장석', '좌측의', '의원들', '혁신파', '급진당', '좌', '익', '좌익', '좌익', '수', '레프트', '왼손', '의', '타격', '왼쪽에', '의', '좌측', '통행', '미', '중도', '좌파', '자유주의와', '좌익의', '중간', '의', '좌측에', '거꾸로', '말하면', '꽁무니부터', '의', '왼편에', '의', '과거', '과거분사']"
1016,1016,1017,leg,다리,"['다리', '식용', '동물의', '다리', '다', '리고기', '의족', '그녀는', '다리가', '늘씬하다', '의자', '책상', '등의', '다리', '변', '각형의', '밑변을', '제외한', '받침', '부분', '기', '계', '등의', '지주', '다리', '부분', '의복의', '크리켓', '타자의', '왼쪽', '뒤편의', '필드', '배가', '갈짓자로', '나아갈', '때의', '한', '직행', '구간', '거리', '전', '행정', '중의', '한', '구간', '장거리', '비행의', '한', '행정', '한', '번', '날기', '영', '사기꾼', '절', '인사', '한쪽', '다리를', '뒤로', '빼는', '회', '째에', '승부가', '나는', '경우의', '선승', '게임으로', '하나의', '시합이', '되는', '경우의', '한', '게임', '전속력으로', '지나', '치게', '성장하다', '커지다', '오래도록', '서', '걷고', '있다', '병이', '나아서', '기동하', '게', '되다', '말이', '보조를', '바꾸다', '어려움을', '벗어나다', '용케', '면하다', '운좋게', '잘되어', '가다', '걷게', '되다', '자신이', '붙다', '생기다', '의', '신용을', '얻다', '의', '환심을', '사다', '의', '건강을', '회복시키다', '경제적으로', '일어서게', '하다', '연설하기', '위해', '일어서다', '회복되어', '걷게', '되다', '번창하다', '말', '이', '뒷다리로', '서다', '사람이', '일어서다', '공격적이', '되다', '격분하다', '공개', '석상에서', '연설하기', '위해', '일어서다', '을', '거', '들어서', '말', '등에', '태우다', '지원하다', '꾸', '물거리다', '꽁무니를', '빼다', '배', '말', '경주', '자가', '빠르다', '는', '평이', '있다', '인내심이', '강하다', '의론이', '성립되지', '않는다', '입증할', '수', '없다', '그녀에게', '어떤', '청구라도', '해봤자', '그것에는', '법적', '근거가', '없다', '보다', '빨리', '달릴', '수', '있다', '원기왕성하여', '의기양양하여', '넘어지지', '않', '고', '있다', '계속해서', '서', '있다', '크리켓', '타자가', '발로', '공을', '받아', '멈춤', '반칙', '크리켓', '삼주문', '에서', '먼', '가까운', '야수', '또는', '수비', '위치', '한', '발을', '뒤로', '빼고', '절을', '하다', '휴식하고', '있는', '다', '죽어가며', '기진맥진하여', '사물이', '파멸되어', '가고', '망가져', '가고', '연설', '하기', '위해', '일어서서', '을', '놀리다', '속이다', '전속력으로', '가다', '일이', '많아서', '지쳐버리다', '일으켜', '세우다', '건강을', '회복시키다', '독립시키다', '춤추다', '서두르다', '무절제한', '방종한', '생활을', '하다', '나타나다', '일어나다', '혼자', '힘으로', '하다', '산보하다', '달아나다', '최후', '수단을', '써', '보다', '을', '지칠', '때까지', '걷게', '하다', '보통', '로', '걷다', '달리다', '도망치다']"
1017,1017,1018,lend,빌려주다,"['빌려주다', '빌리다', '대여하다', '이자를', '받고', '돈을', '대출', '대부', '하다', '책을', '빌려', '주다', '그것은', '빌려', '줄', '수', '없다', '이자를', '받고', '물건을', '저당잡', '고', '돈을', '꾸어', '주다', '센트', '꾸어', '줘', '자전거를', '빌려주시지', '않겠습니까', '원조', '등을', '제공하다', '주다', '보태다', '더하다', '에게', '원조를', '제공하다', '이', '사실로', '보면', '그', '이야기는', '있음', '직한', '일로', '생각된다', '짐', '꾸리는', '푸는', '것을', '좀', '도와주시겠습니까', '로', '물건이', '에', '알맞게', '하다', '사람이', '인수하게', '하다', '에', '참가시키다', '그의', '소설', '가운데', '몇', '편은', '희곡으로', '개작하기에', '알맞다', '돈을', '빌려', '주다', '융자하다', '을', '돕다', '거들', '다', '에', '귀를', '기울', '이다', '경청하다', '을', '도', '와주다', '에', '매', '력', '기품', '을', '주다', '에', '쓸모', '있다', '적합하다', '사물이', '악용의', '대상이', '되기', '쉽다', '되기', '쉽다', '에', '이바지하다', '주로', '좋지', '않은', '일', '에', '힘쓰다', '에', '가담하다', '그런', '계획에는', '손을', '대지', '마라', '책을', '대출하다']"
